,fips,cbp_total_employees,cbp_total_establishments
548005,30029,39692,4326
548810,30031,50667,6009
549702,30033,130,25
549706,30035,1805,219
549820,30037,61,15
549823,30039,651,109
549882,30041,4891,518
550118,30043,1810,291
550250,30045,212,60
550289,30047,6036,825
550630,30049,25671,2395
551271,30051,339,66
551303,30053,3936,608
551560,30055,335,52
551585,30057,1705,391
551765,30059,300,75
551800,30061,785,124
551869,30063,51454,4577
552712,30065,853,109
552777,30067,5135,852
553125,30069,18,8
553126,30071,857,136
553206,30073,1210,179
553305,30075,288,70
553338,30077,1202,169
553430,30079,154,38
553441,30081,9558,1525
553895,30083,4703,505
554115,30085,1702,212
554228,30087,2311,176
554322,30089,2271,373
554505,30091,827,155
554586,30093,13014,1143
555008,30095,2674,253
555139,30097,1221,175
555224,30099,1057,200
555334,30101,1357,164
555418,30103,59,14
555422,30105,2131,262
555563,30107,448,59
555590,30109,124,26
555604,30111,70762,5649
556526,30999,6277,285
556655,31001,12964,968
557020,31003,1580,225
557138,31005,65,14
557145,31007,32,6
557146,31009,23,12
557148,31011,1462,198
557274,31013,2705,292
557442,31015,454,70
557482,31017,897,139
557565,31019,22962,1716
558076,31021,1090,197
558182,31023,1869,211
558281,31025,4413,596
558532,31027,1902,298
558674,31029,1054,163
558762,31031,1511,231
558883,31033,4304,277
559025,31035,1122,194
559134,31037,4480,253
559270,31039,2771,342
559424,31041,3127,372
559597,31043,11891,429
559807,31045,1945,247
559937,31047,9006,688
560226,31049,275,54
560257,31051,1082,110
560316,31053,16610,1003
560675,31055,322661,15941
561817,31057,348,56
561835,31059,1700,221
561950,31061,376,75
561996,31063,455,69
562038,31065,1176,153
562141,31067,6940,655
562417,31069,231,48
562438,31071,563,100
562484,31073,171,57
562511,31075,78,26
562517,31077,323,74
562563,31079,31828,1889
563103,31081,2990,312
563253,31083,632,100
563301,31085,45,19
563304,31087,406,68
563348,31089,3219,421
563534,31091,108,31
563542,31093,1135,180
563633,31095,2616,228
563757,31097,863,112
563813,31099,1736,172
563889,31101,2426,330
564039,31103,41,17
564045,31105,973,126
564112,31107,1759,250
564242,31109,145299,8684
565239,31111,11520,1036
565602,31113,69,21
565611,31115,43,16
565615,31117,19,6
565616,31119,18264,1271
566034,31121,1711,236
566158,31123,764,108
566233,31125,436,91
566283,31127,1465,187
566372,31129,1093,169
566448,31131,4752,470
566657,31133,615,66
566691,31135,902,128
566762,31137,4167,343
566940,31139,1531,236
567055,31141,16796,1031
567456,31143,895,140
567523,31145,3498,404
567739,31147,1763,258
567878,31149,348,47
567893,31151,6056,316
568046,31153,58654,3827
568760,31155,4002,557
568962,31157,12213,1048
569361,31159,5783,471
569559,31161,952,154
569638,31163,593,88
569681,31165,32,16
569686,31167,981,109
569745,31169,1854,208
569850,31171,264,26
569858,31173,1571,130
569931,31175,1276,176
570032,31177,6253,598
570272,31179,3305,242
570407,31181,616,89
570458,31183,108,20
570466,31185,6588,515
570697,31999,31796,366
570843,32001,5250,469
571053,32003,915555,47435
572492,32005,17104,1632
572988,32007,21159,1122
573398,32009,145,9
573399,32011,1824,36
573411,32013,6275,412
573609,32015,1050,96
573661,32017,537,77
573694,32019,10096,826
574008,32021,1145,63
574034,32023,10124,730
574333,32027,1412,60
574361,32029,541,80
574399,32031,204608,12972
575582,32033,2856,182
575664,32510,22261,1890
576226,32999,39635,476
576366,33001,21759,1835
576916,33003,17130,1862
577420,33005,28383,1932
577988,33007,8903,843
578299,33009,51976,2933
578983,33011,191526,11049
580096,33013,63450,4123
580936,33015,147801,9918
582042,33017,40040,2648
582672,33019,11551,911
583029,33999,37645,440
583176,34001,110453,6187
584014,34003,446836,31826
585400,34005,189086,10501
586475,34007,187058,11356
587526,34009,27578,3807
588165,34011,47003,2835
588810,34013,298755,18913
590054,34015,97974,6127
590950,34017,243114,13858
592065,34019,46480,3726
592816,34021,199859,9694
593851,34023,412429,21913
595113,34025,248962,19308
596308,34027,309210,16700
597502,34029,152419,13639
598600,34031,145363,12069
599738,34033,16930,1146
600118,34035,192626,9878
601101,34037,32062,3152
601755,34039,204662,13976
602932,34041,28556,2388
603547,34999,167942,889
603773,35001,273440,15930
605016,35003,484,67
605055,35005,16723,1356
605501,35006,5464,298
605648,35007,3194,379
605827,35009,12518,1003
606194,35011,224,43
606210,35013,53532,3642
606964,35015,26347,1513
607415,35017,6761,575
607676,35019,1055,89
607715,35021,42,14
607718,35023,801,97
607775,35025,26264,1720
608204,35027,5261,669
608467,35028,15074,376
608630,35029,4455,369
608787,35031,16111,954
609106,35033,282,41
609127,35035,11947,953
609468,35037,1840,214
609570,35039,5855,560
609812,35041,3359,323
609966,35043,24998,1764
610459,35045,36497,2527
611084,35047,6307,435
611260,35049,47235,4806
612063,35051,2225,210
612176,35053,2988,236
612285,35055,9492,1056
612638,35057,1499,205
612750,35059,913,90
612797,35061,10785,929
613117,35999,10565,361
