fips,county_zip_file_name,roads_length,intersections
13219,tl_2019_13219_roads.zip,906874.5432,2018
13221,tl_2019_13221_roads.zip,1496107.364,2005
13223,tl_2019_13223_roads.zip,2016308.53,5379
13225,tl_2019_13225_roads.zip,761312.8725,1767
13227,tl_2019_13227_roads.zip,1386314.42,2740
13229,tl_2019_13229_roads.zip,1547047.685,2441
13231,tl_2019_13231_roads.zip,904269.2906,1487
13233,tl_2019_13233_roads.zip,1423146.188,3433
13235,tl_2019_13235_roads.zip,1019420.989,1835
13237,tl_2019_13237_roads.zip,1106808.25,1676
13239,tl_2019_13239_roads.zip,592147.3192,858
13241,tl_2019_13241_roads.zip,1864741.573,4457
13243,tl_2019_13243_roads.zip,1645483.165,2249
13245,tl_2019_13245_roads.zip,3193187.921,14409
13247,tl_2019_13247_roads.zip,1122286.828,2874
13249,tl_2019_13249_roads.zip,594756.762,657
13251,tl_2019_13251_roads.zip,1919307.237,2750
13253,tl_2019_13253_roads.zip,1005048.106,1401
13255,tl_2019_13255_roads.zip,1312176.285,2994
13257,tl_2019_13257_roads.zip,1147843.369,3097
13259,tl_2019_13259_roads.zip,1548919.734,2123
