,zip,cbp_total_employees,cbp_total_establishments
29177,79902,18728,1082
29178,79903,7035,490
29179,79904,3365,275
29180,79905,12045,547
29181,79906,6906,194
29182,79907,12302,734
29183,79908,659,5
29184,79911,900,63
29185,79912,27011,1958
29186,79913,489,20
29187,79915,9489,709
29188,79916,1259,55
29189,79917,20,4
29190,79918,77,15
29191,79920,1937,9
29192,79922,3419,262
29193,79923,42,10
29194,79924,7890,553
29195,79925,33601,1602
29196,79926,38,5
29197,79927,5140,459
29198,79928,6379,488
29199,79929,6,3
29200,79930,2828,235
29201,79932,5437,458
29202,79934,1530,131
29203,79935,9600,518
29204,79936,40403,1973
29205,79937,80,13
29206,79938,6863,563
29207,79968,262,22
29208,79996,13,7
29209,79997,83,6
29210,79998,12,4
29211,80001,344,30
29212,80002,12029,965
29213,80003,8204,760
29214,80004,4826,606
29215,80005,2453,511
29216,80006,52,4
29217,80007,2128,313
29218,80010,6054,600
29219,80011,35127,1325
29220,80012,17281,1048
29221,80013,5176,703
29222,80014,22828,1374
29223,80015,6836,1081
29224,80016,11740,1214
29225,80017,2803,330
29226,80018,456,127
29227,80019,3357,63
29228,80020,18717,1471
29229,80021,49806,1314
29230,80022,26976,1167
29231,80023,6319,596
29232,80024,61,7
29233,80025,34,6
29234,80026,13922,1055
29235,80027,18858,1376
29236,80030,4825,391
29237,80031,8398,738
29238,80033,15803,1334
29239,80034,59,9
29240,80035,135,10
29241,80037,74,6
29242,80038,471,23
29243,80041,8,3
29244,80044,9,4
29245,80045,11284,75
29246,80046,92,8
29247,80047,16,4
29248,80101,5,3
29249,80102,795,137
29250,80103,260,37
29251,80104,8075,1022
29252,80105,66,20
29253,80106,276,86
29254,80107,1669,354
29255,80108,7000,748
29256,80109,4577,569
29257,80110,23451,1537
29258,80111,60679,2976
29259,80112,93862,3366
29260,80113,7819,692
29261,80116,923,174
29262,80117,375,85
29263,80118,452,178
29264,80120,17357,1308
29265,80121,4262,454
29266,80122,12467,1104
29267,80123,13857,1201
29268,80124,17699,1073
29269,80125,9884,404
29270,80126,9311,1033
29271,80127,12297,1359
29272,80128,3586,676
29273,80129,13175,852
29274,80130,2281,443
29275,80131,87,10
29276,80132,5947,748
29277,80133,613,112
29278,80134,15412,1846
29279,80135,1330,169
29280,80136,585,109
29281,80137,861,64
29282,80138,6984,778
29283,80150,68,7
29284,80151,35,4
29285,80155,21,10
29286,80160,30,8
29287,80161,86,7
29288,80162,21,13
29289,80163,47,18
29290,80201,659,49
29291,80202,90272,3478
29292,80203,22996,1293
29293,80204,29044,1364
29294,80205,19142,1323
29295,80206,22175,1822
29296,80207,6913,538
29297,80208,6404,17
29298,80209,10596,1182
29299,80210,13512,1450
29300,80211,17269,1495
29301,80212,5377,701
29302,80214,9499,794
29303,80215,12538,821
29304,80216,37381,1532
29305,80217,1472,23
29306,80218,11734,797
29307,80219,6293,813
29308,80220,10655,833
29309,80221,16237,889
29310,80222,21297,1473
29311,80223,17991,1105
29312,80224,6468,523
29313,80225,211,31
29314,80226,14182,997
29315,80227,5617,746
29316,80228,15357,1066
29317,80229,16385,961
29318,80230,6619,280
29319,80231,14268,1030
29320,80232,2739,398
29321,80233,8213,758
29322,80234,14052,902
29323,80235,2711,220
29324,80236,1160,125
29325,80237,22223,1052
29326,80238,14665,656
29327,80239,25593,951
29328,80241,4933,434
29329,80246,10190,767
29330,80247,1921,225
29331,80249,24865,436
29332,80250,29,15
29333,80260,4106,419
29334,80264,492,54
29335,80265,848,46
29336,80266,56,6
29337,80273,1512,4
29338,80274,240,5
29339,80290,345,19
29340,80293,364,50
29341,80294,13,5
29342,80299,150,11
29343,80301,43197,2266
29344,80302,21203,1961
29345,80303,9678,944
29346,80304,5423,1018
29347,80305,2849,464
29348,80306,232,25
29349,80307,1213,5
29350,80308,91,20
29351,80309,356,18
29352,80310,37,6
29353,80401,30540,2061
29354,80402,82,19
29355,80403,6703,654
29356,80420,96,44
29357,80421,650,173
29358,80422,4086,81
29359,80423,14,11
29360,80424,8574,943
29361,80425,19,4
29362,80427,689,23
29363,80428,180,49
29364,80430,32,6
29365,80432,6,4
29366,80433,1805,337
29367,80434,18,5
29368,80435,5702,443
29369,80436,122,15
29370,80437,140,29
29371,80438,656,21
29372,80439,5595,1089
29373,80440,467,135
29374,80442,858,138
29375,80443,5103,450
29376,80444,1078,62
29377,80446,1830,246
29378,80447,400,105
29379,80448,24,9
29380,80449,39,17
29381,80451,99,27
29382,80452,994,139
29383,80453,23,12
29384,80454,196,51
29385,80455,30,11
29386,80456,38,19
29387,80457,111,24
29388,80459,690,93
29389,80461,1422,215
29390,80463,7,4
29391,80465,1934,348
29392,80466,1328,171
29393,80467,524,80
29394,80468,408,11
29395,80469,10,9
29396,80470,397,108
29397,80471,5,3
29398,80474,50,18
29399,80475,15,9
29400,80476,22,7
29401,80477,1595,206
29402,80478,612,75
29403,80480,262,56
29404,80481,48,21
29405,80482,4078,165
29406,80483,46,18
29407,80487,11594,1291
29408,80488,283,43
29409,80497,91,11
29410,80498,3098,463
29411,80501,25728,1915
29412,80502,86,22
29413,80503,9345,724
29414,80504,11662,1024
29415,80510,112,29
29416,80511,290,4
29417,80512,322,50
29418,80513,3649,436
29419,80514,755,70
29420,80515,44,12
29421,80516,5100,646
29422,80517,4208,597
29423,80520,358,37
29424,80521,6069,669
29425,80522,153,29
29426,80523,183,18
29427,80524,27445,2067
29428,80525,32730,2297
29429,80526,6063,869
29430,80527,111,23
29431,80528,7161,562
29432,80530,601,83
29433,80532,23,6
29434,80533,9,3
29435,80534,3968,312
29436,80535,446,88
29437,80536,187,49
29438,80537,16327,1430
29439,80538,22558,1447
29440,80539,131,13
29441,80540,905,161
29442,80542,731,93
29443,80543,879,93
29444,80544,132,28
29445,80545,156,26
29446,80546,77,12
29447,80547,1262,97
29448,80549,1390,240
29449,80550,9061,879
29450,80601,11480,803
29451,80602,2897,511
29452,80603,3581,232
29453,80610,809,82
29454,80611,57,15
29455,80612,48,16
29456,80614,80,16
29457,80615,1422,189
29458,80620,2433,212
29459,80621,3778,283
29460,80622,16,6
29461,80623,81,21
29462,80624,244,21
29463,80631,26732,1206
29464,80632,2012,31
29465,80633,21,8
29466,80634,16353,1341
29467,80639,32,5
29468,80640,10731,368
29469,80642,731,92
29470,80643,1292,82
29471,80644,415,68
29472,80645,750,97
29473,80646,218,17
29474,80648,204,28
29475,80649,10,8
29476,80650,164,31
29477,80651,1602,110
29478,80652,111,21
29479,80653,8,10
29480,80654,343,64
29481,80701,8795,451
29482,80705,65,7
29483,80720,453,81
29484,80722,37,7
29485,80723,1648,160
29486,80726,21,5
29487,80727,17,10
29488,80728,40,14
29489,80729,75,10
29490,80731,281,53
29491,80733,1,3
29492,80734,784,85
29493,80735,40,11
29494,80736,57,7
29495,80737,375,56
29496,80741,64,17
29497,80742,17,5
29498,80743,91,17
29499,80744,40,9
29500,80747,117,13
29501,80749,19,3
29502,80750,25,7
29503,80751,4753,503
29504,80754,4,3
29505,80758,1162,165
29506,80759,1108,157
29507,80801,24,5
29508,80802,5,4
29509,80804,14,7
29510,80805,3,4
29511,80807,1454,203
29512,80808,519,107
29513,80809,96,37
29514,80810,588,51
29515,80812,4,4
29516,80813,1617,52
29517,80814,343,90
29518,80815,288,34
29519,80816,346,106
29520,80817,5763,320
29521,80818,24,5
29522,80819,60,21
29523,80820,44,15
29524,80821,261,21
29525,80822,20,5
29526,80824,42,11
29527,80825,50,10
29528,80827,99,27
29529,80828,1075,104
29530,80829,1290,208
29531,80830,10,4
29532,80831,2725,457
29533,80832,18,8
29534,80833,36,5
29535,80834,38,6
29536,80835,108,14
29537,80836,254,28
29538,80840,352,41
29539,80860,605,13
29540,80861,5,3
29541,80863,2988,483
29542,80864,35,13
29543,80866,332,40
29544,80901,3747,27
29545,80902,332,16
29546,80903,19002,1602
29547,80904,8697,724
29548,80905,5602,453
29549,80906,16956,1121
29550,80907,25264,1473
29551,80908,2431,454
29552,80909,18662,1242
29553,80910,6361,406
29554,80911,1931,267
29555,80912,1927,54
29556,80913,2988,83
29557,80914,781,75
29558,80915,11111,742
29559,80916,9593,471
29560,80917,4895,534
29561,80918,17348,1635
29562,80919,17782,915
29563,80920,27122,1593
29564,80921,15600,635
29565,80922,6854,456
29566,80923,4921,413
29567,80924,1046,130
29568,80925,495,59
29569,80926,71,23
29570,80927,82,43
29571,80928,16,4
29572,80929,90,19
29573,80930,65,18
29574,80932,8,3
29575,80933,25,9
29576,80934,16,5
29577,80935,71,8
29578,80936,34,8
29579,80937,22,7
29580,80939,379,20
29581,80949,30,7
29582,80951,347,33
29583,80962,42,17
29584,80970,43,5
29585,81001,7110,328
29586,81002,131,10
29587,81003,13175,659
29588,81004,8840,384
29589,81005,5100,429
29590,81006,3705,263
29591,81007,4182,486
29592,81008,9036,549
29593,81019,237,36
29594,81020,51,11
29595,81022,44,13
29596,81023,88,26
29597,81024,6,5
29598,81025,24,5
29599,81027,1,3
29600,81029,18,6
29601,81030,14,7
29602,81033,69,3
29603,81036,244,28
29604,81039,288,37
29605,81040,23,6
29606,81041,20,4
29607,81044,4,3
29608,81047,176,29
29609,81049,21,7
29610,81050,3231,252
29611,81052,2730,288
29612,81054,562,45
29613,81055,140,45
29614,81057,14,4
29615,81058,32,8
29616,81062,266,4
29617,81063,213,29
29618,81064,5,4
29619,81067,675,94
29620,81069,47,23
29621,81071,31,8
29622,81073,388,49
29623,81076,10,4
29624,81077,62,9
29625,81082,3063,316
29626,81087,7,3
29627,81089,890,92
29628,81090,99,18
29629,81091,84,17
29630,81092,57,16
29631,81101,5708,477
29632,81120,270,39
29633,81121,17,6
29634,81122,854,220
29635,81123,188,12
29636,81124,15,3
29637,81125,697,73
29638,81128,6,5
29639,81130,187,64
29640,81131,245,47
29641,81132,514,61
29642,81133,87,16
29643,81136,38,4
29644,81137,1993,85
29645,81140,429,47
29646,81141,58,17
29647,81143,14,7
29648,81144,1694,211
29649,81146,52,12
29650,81147,3584,508
29651,81149,80,12
29652,81151,47,12
29653,81152,70,18
29654,81154,260,73
29655,81155,48,5
29656,81157,131,5
29657,81201,3879,585
29658,81210,76,23
29659,81211,1672,351
29660,81212,6833,609
29661,81215,91,12
29662,81220,35,7
29663,81222,22,8
29664,81223,44,22
29665,81224,2245,500
29666,81225,1129,64
29667,81226,801,105
29668,81227,391,3
29669,81230,2984,542
29670,81231,85,4
29671,81233,26,11
29672,81235,114,62
29673,81236,271,31
29674,81237,9,5
29675,81239,10,4
29676,81240,474,96
29677,81241,7,3
29678,81242,192,37
29679,81243,13,4
29680,81251,6,7
29681,81252,555,142
29682,81253,6,6
29683,81301,15768,1634
29684,81302,366,37
29685,81303,3583,379
29686,81320,65,8
29687,81321,4995,541
29688,81323,427,96
29689,81324,192,33
29690,81325,16,5
29691,81326,236,56
29692,81327,36,14
29693,81328,594,103
29694,81330,11,3
29695,81332,31,18
29696,81335,13,5
29697,81401,10980,956
29698,81402,185,19
29699,81403,639,171
29700,81410,126,28
29701,81413,1467,133
29702,81414,6,3
29703,81415,115,35
29704,81416,3479,408
29705,81418,128,29
29706,81419,647,100
29707,81420,16,4
29708,81422,158,18
29709,81423,267,56
29710,81424,196,30
29711,81425,623,92
29712,81426,31,13
29713,81427,475,101
29714,81428,576,127
29715,81430,70,35
29716,81431,8,8
29717,81432,801,185
29718,81433,214,68
29719,81434,317,5
29720,81435,5115,554
29721,81501,19731,1324
29722,81502,559,43
29723,81503,1677,299
29724,81504,3005,357
29725,81505,15673,1011
29726,81506,6884,438
29727,81507,1073,274
29728,81520,1334,167
29729,81521,2861,305
29730,81522,74,3
29731,81523,48,16
29732,81524,199,66
29733,81525,48,15
29734,81526,817,133
29735,81527,54,26
29736,81601,9833,963
29737,81602,293,28
29738,81610,37,9
29739,81611,12204,1152
29740,81612,491,48
29741,81615,4317,197
29742,81620,9759,762
29743,81621,2986,507
29744,81623,4754,860
29745,81624,103,35
29746,81625,2969,355
29747,81626,351,17
29748,81630,214,30
29749,81631,2973,519
29750,81632,4126,628
29751,81635,815,101
29752,81637,2405,338
29753,81638,4,5
29754,81639,571,81
29755,81640,5,4
29756,81641,1036,122
29757,81642,10,5
29758,81643,60,21
29759,81645,458,81
29760,81647,833,188
29761,81648,764,73
29762,81649,99,20
29763,81650,4833,432
29764,81652,945,173
29765,81654,127,52
29766,81655,216,32
29767,81656,112,18
29768,81657,11013,530
29769,81658,676,31
29770,82001,16500,1837
29771,82002,66,5
29772,82003,619,101
29773,82005,124,20
29774,82007,7100,401
29775,82009,9585,874
29776,82050,7,4
29777,82053,102,38
29778,82054,45,15
29779,82055,160,10
29780,82060,17,8
29781,82063,21,4
29782,82070,6614,701
29783,82072,2920,313
29784,82073,129,31
29785,82082,384,48
29786,82083,70,13
29787,82084,16,5
29788,82190,598,26
29789,82201,1879,209
29790,82210,37,8
29791,82212,47,10
29792,82213,42,20
29793,82214,248,35
29794,82215,26,5
29795,82217,9,3
29796,82221,40,13
29797,82222,21,7
29798,82223,64,16
29799,82225,380,75
29800,82227,11,3
29801,82240,2622,282
29802,82244,13,10
29803,82301,2189,269
29804,82321,248,44
29805,82322,45,4
29806,82323,24,10
29807,82324,82,9
29808,82325,80,29
29809,82327,38,11
29810,82329,24,7
29811,82331,757,110
29812,82332,9,4
29813,82334,712,17
29814,82336,321,21
29815,82401,2370,306
29816,82410,242,41
29817,82411,57,10
29818,82412,32,13
29819,82414,6327,796
29820,82420,173,15
29821,82421,36,8
29822,82423,9,3
29823,82426,581,103
29824,82428,8,5
29825,82430,18,4
29826,82431,1285,95
29827,82432,12,6
29828,82433,107,21
29829,82435,2606,383
29830,82440,24,9
29831,82441,39,8
29832,82442,113,33
29833,82443,1477,177
29834,82450,6,5
29835,82501,5500,638
29836,82510,20,6
29837,82512,11,3
29838,82513,439,127
29839,82514,114,15
29840,82515,45,9
29841,82516,7,6
29842,82520,3484,410
29843,82523,26,14
29844,82524,87,3
29845,82601,13842,1337
29846,82602,558,88
29847,82604,7405,672
29848,82605,238,38
29849,82609,7034,525
29850,82620,57,12
29851,82633,4171,346
29852,82635,74,5
29853,82636,1685,114
29854,82637,788,82
29855,82639,102,29
29856,82640,28,3
29857,82642,141,9
29858,82643,65,8
29859,82644,1334,122
29860,82649,86,21
29861,82701,1514,172
29862,82710,19,8
29863,82711,6,3
29864,82712,65,15
29865,82714,17,6
29866,82716,8070,662
29867,82717,1426,97
29868,82718,7252,638
29869,82720,217,36
29870,82721,544,76
29871,82725,6,3
29872,82727,110,22
29873,82729,662,106
29874,82730,231,43
29875,82731,6,4
29876,82732,2993,53
29877,82801,10605,1310
29878,82831,6,3
29879,82832,20,15
29880,82833,115,25
29881,82834,2428,477
29882,82835,28,7
29883,82836,96,22
29884,82838,13,5
29885,82839,102,28
29886,82842,93,19
29887,82901,8682,829
29888,82902,674,49
29889,82922,52,15
29890,82923,555,46
29891,82925,21,9
29892,82930,5641,404
29893,82931,240,25
29894,82932,149,27
29895,82933,146,19
29896,82934,38,6
29897,82935,4403,254
29898,82936,7,3
29899,82937,845,59
29900,82939,637,53
29901,82941,1675,257
29902,82942,911,7
29903,82943,80,6
29904,82944,7,4
29905,83001,12523,1659
29906,83002,1146,173
29907,83011,29,14
29908,83012,168,16
29909,83013,232,12
29910,83014,1035,256
29911,83025,3076,49
29912,83101,817,63
29913,83110,1848,204
29914,83111,20,8
29915,83112,48,19
29916,83113,439,76
29917,83114,80,12
29918,83115,74,17
29919,83116,179,26
29920,83118,225,91
29921,83119,25,7
29922,83120,130,22
29923,83122,15,9
29924,83123,166,28
29925,83124,58,5
29926,83126,12,6
29927,83127,572,137
29928,83128,682,121
29929,83201,14797,1174
29930,83202,6166,480
29931,83203,448,5
29932,83204,3350,354
29933,83205,44,11
29934,83206,85,11
29935,83209,80,10
29936,83210,420,58
29937,83211,1961,140
29938,83212,4,4
29939,83213,296,43
29940,83214,11,3
29941,83217,64,11
29942,83221,7778,624
29943,83223,11,3
29944,83226,404,84
29945,83227,54,5
29946,83228,44,11
29947,83232,29,11
29948,83234,156,20
29949,83236,339,37
29950,83237,188,25
29951,83239,8,6
29952,83241,146,40
29953,83245,179,34
29954,83246,279,49
29955,83250,143,23
29956,83251,158,41
29957,83252,749,98
29958,83254,826,93
29959,83255,31,10
29960,83261,47,11
29961,83262,173,16
29962,83263,2068,263
29963,83271,101,15
29964,83272,9,7
29965,83274,1812,167
29966,83276,1880,134
29967,83278,147,43
29968,83286,47,18
29969,83287,91,6
29970,83301,26379,2086
29971,83303,1554,74
29972,83311,146,15
29973,83312,219,7
29974,83313,993,170
29975,83314,99,19
29976,83316,1372,216
29977,83318,8077,646
29978,83320,121,31
29979,83321,48,7
29980,83323,139,35
29981,83324,8,4
29982,83325,180,20
29983,83327,185,26
29984,83328,811,105
29985,83330,1934,182
29986,83332,288,55
29987,83333,3847,606
29988,83334,123,24
29989,83335,194,29
29990,83336,874,105
29991,83338,6089,506
29992,83340,4946,665
29993,83341,855,187
29994,83342,62,11
29995,83344,84,22
29996,83346,132,27
29997,83347,1590,73
29998,83348,14,6
29999,83349,56,13
30000,83350,2803,260
30001,83352,398,77
30002,83353,1885,50
30003,83354,64,3
30004,83355,613,108
30005,83401,12024,1146
30006,83402,17544,1004
30007,83403,677,51
30008,83404,11315,937
30009,83405,572,24
30010,83406,5719,446
30011,83414,479,24
30012,83415,6123,13
30013,83420,440,79
30014,83421,9,5
30015,83422,1429,265
30016,83423,81,14
30017,83424,24,12
30018,83425,13,5
30019,83427,198,32
30020,83428,17,9
30021,83429,192,51
30022,83431,477,16
30023,83433,22,8
30024,83434,184,25
30025,83436,85,12
30026,83440,9985,927
30027,83441,251,3
30028,83442,3023,439
30029,83443,477,28
30030,83444,55,20
30031,83445,907,140
30032,83448,640,51
30033,83449,39,15
30034,83450,175,34
30035,83451,41,12
30036,83452,181,55
30037,83454,75,11
30038,83455,1068,214
30039,83462,102,17
30040,83464,27,10
30041,83466,11,7
30042,83467,1831,260
30043,83468,4,5
30044,83501,16586,1104
30045,83522,743,84
30046,83523,74,19
30047,83524,31,14
30048,83525,40,10
30049,83526,191,7
30050,83530,1874,223
30051,83533,12,4
30052,83535,57,13
30053,83536,664,93
30054,83537,180,31
30055,83539,269,45
30056,83540,94,11
30057,83541,14,8
30058,83542,13,7
30059,83543,131,21
30060,83544,1430,174
30061,83545,24,5
30062,83546,55,19
30063,83547,27,8
30064,83549,187,42
30065,83552,36,12
30066,83553,145,19
30067,83554,67,19
30068,83555,89,6
30069,83604,31,9
30070,83605,13348,910
30071,83606,296,20
30072,83607,3651,487
30073,83610,165,30
30074,83611,528,80
30075,83612,260,52
30076,83615,385,77
30077,83616,9502,1096
30078,83617,2804,382
30079,83619,2691,234
30080,83622,289,54
30081,83623,279,47
30082,83624,186,40
30083,83626,209,34
30084,83627,25,7
30085,83628,870,91
30086,83629,220,61
30087,83631,195,28
30088,83632,10,5
30089,83633,16,5
30090,83634,3090,361
30091,83635,20,5
30092,83637,37,8
30093,83638,3427,514
30094,83639,807,53
30095,83641,213,59
30096,83642,38263,2171
30097,83644,1047,251
30098,83645,66,12
30099,83646,8550,1045
30100,83647,3823,372
30101,83648,274,27
30102,83650,13,5
30103,83651,11115,900
30104,83652,428,4
30105,83653,592,26
30106,83654,258,48
30107,83655,515,87
30108,83656,72,9
30109,83657,11,5
30110,83660,1001,114
30111,83661,1827,209
30112,83669,935,249
30113,83670,29,14
30114,83672,1796,168
30115,83676,1011,79
30116,83680,333,27
30117,83686,7484,834
30118,83687,18960,1067
30119,83701,260,44
30120,83702,29679,1949
30121,83703,3354,443
30122,83704,26747,1389
30123,83705,17703,998
30124,83706,12544,1034
30125,83707,6423,31
30126,83709,20102,1494
30127,83711,59,10
30128,83712,5595,216
30129,83713,10177,845
30130,83714,12875,993
30131,83715,86,14
30132,83716,6980,378
30133,83717,137,8
30134,83719,27,9
30135,83720,4,4
30136,83725,115,4
30137,83726,715,4
30138,83728,137,3
30139,83801,834,147
30140,83803,112,16
30141,83804,112,22
30142,83805,2066,332
30143,83806,19,5
30144,83808,2,4
30145,83809,14,10
30146,83810,102,31
30147,83811,219,41
30148,83813,41,21
30149,83814,19678,1506
30150,83815,10882,1007
30151,83816,133,32
30152,83821,50,17
30153,83822,384,50
30154,83823,334,43
30155,83824,5,4
30156,83825,12,8
30157,83827,4,3
30158,83830,47,11
30159,83832,65,20
30160,83833,173,36
30161,83834,25,8
30162,83835,7417,815
30163,83836,130,33
30164,83837,2054,139
30165,83839,100,30
30166,83840,104,11
30167,83841,220,14
30168,83842,26,5
30169,83843,8046,685
30170,83844,55,7
30171,83845,228,24
30172,83846,212,9
30173,83847,345,47
30174,83848,51,9
30175,83849,256,38
30176,83850,228,54
30177,83851,225,31
30178,83852,1833,147
30179,83854,12247,1140
30180,83855,185,44
30181,83856,877,186
30182,83857,215,22
30183,83858,2415,327
30184,83860,955,171
30185,83861,1858,203
30186,83864,7990,885
30187,83867,139,6
30188,83868,183,12
30189,83869,292,96
30190,83870,40,8
30191,83871,173,42
30192,83872,61,20
30193,83873,557,60
30194,83876,916,22
30195,83877,230,19
30196,84001,245,36
30197,84002,45,6
30198,84003,20731,1660
30199,84004,1938,297
30200,84005,1467,335
30201,84006,1834,20
30202,84007,53,17
30203,84009,1846,330
30204,84010,12129,1360
30205,84011,19,12
30206,84013,721,24
30207,84014,5531,501
30208,84015,11854,869
30209,84016,5508,68
30210,84017,661,114
30211,84018,27,6
30212,84020,34814,1893
30213,84021,614,92
30214,84022,191,8
30215,84023,74,10
30216,84025,6353,616
30217,84026,128,20
30218,84027,85,13
30219,84028,488,78
30220,84029,2997,158
30221,84031,15,8
30222,84032,5839,770
30223,84033,59,16
30224,84034,130,3
30225,84035,44,11
30226,84036,1420,250
30227,84037,6524,833
30228,84038,33,12
30229,84039,137,26
30230,84040,2301,426
30231,84041,21226,1457
30232,84042,12180,576
30233,84043,35710,1805
30234,84044,2880,222
30235,84045,2728,409
30236,84046,34,16
30237,84047,20432,1315
30238,84049,1306,215
30239,84050,2120,313
30240,84051,35,8
30241,84052,407,32
30242,84053,63,20
30243,84054,12169,607
30244,84055,306,54
30245,84056,1603,88
30246,84057,14758,1165
30247,84058,14115,942
30248,84059,467,109
30249,84060,15094,896
30250,84061,61,15
30251,84062,11283,1046
30252,84063,44,13
30253,84064,250,14
30254,84065,12095,1210
30255,84066,4314,429
30256,84067,5283,468
30257,84068,255,56
30258,84070,35746,1753
30259,84071,131,18
30260,84072,160,10
30261,84073,19,6
30262,84074,8302,721
30263,84075,2689,401
30264,84078,8448,955
30265,84080,37,5
30266,84081,4790,379
30267,84082,49,16
30268,84083,209,29
30269,84084,8171,566
30270,84086,34,7
30271,84087,4717,370
30272,84088,15095,1042
30273,84089,6,3
30274,84090,48,10
30275,84091,128,9
30276,84092,5629,662
30277,84093,3831,575
30278,84094,5003,621
30279,84095,26636,1512
30280,84096,4453,727
30281,84097,11534,819
30282,84098,10818,1163
30283,84101,34664,1258
30284,84102,10487,670
30285,84103,10586,461
30286,84104,44648,1387
30287,84105,4234,551
30288,84106,14619,1117
30289,84107,29178,1913
30290,84108,10438,491
30291,84109,5727,655
30292,84110,763,26
30293,84111,28903,1416
30294,84112,413,38
30295,84113,3599,26
30296,84114,491,15
30297,84115,27758,1688
30298,84116,33523,773
30299,84117,14499,982
30300,84118,7355,500
30301,84119,40770,1530
30302,84120,29422,775
30303,84121,21143,1569
30304,84122,3998,35
30305,84123,30025,898
30306,84124,5798,690
30307,84125,333,7
30308,84126,29,5
30309,84127,369,10
30310,84128,1977,243
30311,84129,2331,329
30312,84130,364,7
30313,84132,5778,4
30314,84143,204,10
30315,84148,2527,5
30316,84150,585,8
30317,84152,14917,12
30318,84157,5058,39
30319,84158,9,6
30320,84165,74,13
30321,84170,137,12
30322,84171,34,8
30323,84180,317,6
30324,84184,112,9
30325,84190,44,4
30326,84201,13,3
30327,84301,300,19
30328,84302,10561,579
30329,84305,13,8
30330,84306,216,19
30331,84307,1581,40
30332,84308,48,3
30333,84309,29,10
30334,84310,1658,172
30335,84311,22,14
30336,84312,299,61
30337,84314,171,20
30338,84315,517,135
30339,84316,4,4
30340,84317,876,65
30341,84318,790,128
30342,84319,2345,128
30343,84320,580,51
30344,84321,23107,1455
30345,84322,44,4
30346,84323,271,22
30347,84324,42,15
30348,84325,267,60
30349,84326,394,51
30350,84327,77,15
30351,84328,168,42
30352,84330,765,12
30353,84331,1,3
30354,84332,1418,271
30355,84333,1249,70
30356,84334,57,15
30357,84335,2296,308
30358,84336,119,6
30359,84337,4184,312
30360,84338,4,5
30361,84339,495,114
30362,84340,386,70
30363,84341,11866,810
30364,84401,25069,1507
30365,84402,860,14
30366,84403,12351,904
30367,84404,23435,1133
30368,84405,12563,840
30369,84408,172,9
30370,84409,66,8
30371,84412,294,7
30372,84414,2558,465
30373,84415,128,7
30374,84501,4476,371
30375,84511,1174,103
30376,84512,150,17
30377,84513,502,54
30378,84518,51,12
30379,84520,47,7
30380,84522,120,5
30381,84523,46,12
30382,84525,561,34
30383,84526,678,59
30384,84528,766,55
30385,84530,101,9
30386,84531,49,9
30387,84532,4700,518
30388,84533,192,7
30389,84534,392,12
30390,84535,430,67
30391,84536,426,11
30392,84537,65,17
30393,84539,71,6
30394,84542,495,26
30395,84601,10458,840
30396,84602,24496,9
30397,84603,806,21
30398,84604,30018,1274
30399,84605,18,3
30400,84606,10072,504
30401,84620,361,24
30402,84621,28,4
30403,84622,125,20
30404,84623,13,5
30405,84624,1696,143
30406,84626,22,8
30407,84627,1069,101
30408,84628,17,10
30409,84629,269,37
30410,84631,1025,79
30411,84632,56,17
30412,84633,53,7
30413,84634,987,55
30414,84635,68,4
30415,84636,19,5
30416,84637,26,7
30417,84639,46,8
30418,84642,311,70
30419,84643,7,6
30420,84644,23,4
30421,84645,556,49
30422,84646,662,27
30423,84647,1123,93
30424,84648,2039,165
30425,84649,19,7
30426,84651,5382,529
30427,84652,273,11
30428,84653,1107,264
30429,84654,1599,81
30430,84655,1154,160
30431,84656,27,4
30432,84657,189,7
30433,84660,11215,935
30434,84662,35,15
30435,84663,10671,740
30436,84664,1819,263
30437,84665,12,5
30438,84701,3898,335
30439,84710,11,7
30440,84711,50,8
30441,84712,10,5
30442,84713,1225,132
30443,84714,94,11
30444,84715,197,18
30445,84716,85,13
30446,84718,43,6
30447,84719,615,24
30448,84720,9486,926
30449,84721,4351,478
30450,84722,35,9
30451,84723,45,12
30452,84724,51,12
30453,84725,296,47
30454,84726,366,44
30455,84728,24,3
30456,84729,33,7
30457,84730,50,8
30458,84733,19,4
30459,84734,56,14
30460,84735,32,10
30461,84736,15,4
30462,84737,5804,486
30463,84738,1367,127
30464,84739,20,6
30465,84740,9,3
30466,84741,2779,207
30467,84742,27,12
30468,84744,27,4
30469,84745,608,67
30470,84746,136,29
30471,84747,260,27
30472,84749,11,5
30473,84750,15,9
30474,84751,463,31
30475,84752,56,16
30476,84754,332,49
30477,84755,204,15
30478,84756,12,3
30479,84757,200,28
30480,84758,63,19
30481,84759,398,78
30482,84760,29,9
30483,84761,583,85
30484,84762,36,19
30485,84763,37,4
30486,84764,506,13
30487,84765,727,161
30488,84767,1024,80
30489,84770,18015,1879
30490,84771,193,18
30491,84772,2,3
30492,84773,18,5
30493,84774,124,29
30494,84775,182,30
30495,84776,61,13
30496,84779,206,16
30497,84780,4628,679
30498,84781,4,6
30499,84782,52,13
30500,84783,29,19
30501,84784,494,76
30502,84790,22531,1826
30503,84791,180,14
30504,85001,509,35
30505,85002,153,9
30506,85003,8258,509
30507,85004,34961,1159
30508,85005,766,10
30509,85006,12360,498
30510,85007,7947,445
30511,85008,24068,756
30512,85009,31982,1154
30513,85010,40,5
30514,85011,41,6
